NAME=Contour
18.93, 20.53
18.93, 20.50
18.93, 20.47
18.93, 20.43
18.93, 20.40
18.93, 20.37
18.93, 20.33
18.94, 20.30
18.94, 20.26
18.94, 20.24
18.95, 20.20
18.96, 20.16
18.96, 20.14
18.97, 20.10
18.98, 20.08
19.00, 20.00
19.00, 20.00
19.00, 20.00
19.00, 20.00
19.03, 19.93
19.04, 19.90
19.06, 19.86
19.07, 19.83
19.08, 19.80
19.09, 19.79
19.10, 19.77
19.12, 19.72
19.14, 19.70
19.16, 19.66
19.20, 19.60
19.20, 19.60
19.20, 19.60
19.20, 19.60
19.24, 19.54
19.28, 19.50
19.29, 19.49
19.30, 19.47
19.33, 19.43
19.34, 19.40
19.36, 19.36
19.40, 19.30
19.40, 19.30
19.40, 19.30
19.45, 19.25
19.50, 19.21
19.51, 19.21
19.51, 19.20
19.56, 19.16
19.60, 19.13
19.62, 19.12
19.65, 19.10
19.68, 19.08
19.70, 19.06
19.74, 19.04
19.79, 19.01
19.80, 19.00
19.80, 19.00
19.81, 19.00
19.87, 18.97
19.90, 18.95
19.93, 18.93
20.00, 18.90
20.00, 18.90
20.00, 18.90
20.00, 18.90
20.07, 18.87
20.10, 18.86
20.14, 18.84
20.16, 18.84
20.20, 18.82
20.22, 18.82
20.27, 18.80
20.29, 18.79
20.30, 18.79
20.31, 18.79
20.37, 18.77
20.40, 18.76
20.45, 18.75
20.45, 18.75
20.50, 18.74
20.53, 18.73
20.57, 18.73
20.60, 18.72
20.62, 18.72
20.69, 18.71
20.70, 18.71
20.71, 18.71
20.76, 18.70
20.80, 18.70
20.80, 18.70
20.80, 18.70
20.90, 18.70
20.90, 18.70
NAME=Contour
12.44, 11.90
12.41, 11.91
12.40, 11.92
12.35, 11.95
12.33, 11.97
12.30, 11.99
12.29, 11.99
12.28, 12.00
12.23, 12.03
12.20, 12.06
12.18, 12.08
12.13, 12.10
12.11, 12.11
12.10, 12.12
12.06, 12.16
12.01, 12.20
12.01, 12.21
12.00, 12.21
11.95, 12.25
11.91, 12.30
11.91, 12.31
11.90, 12.31
11.86, 12.36
11.82, 12.40
11.81, 12.41
11.80, 12.42
11.77, 12.47
11.74, 12.50
11.72, 12.52
11.70, 12.55
11.68, 12.58
11.67, 12.60
11.64, 12.64
11.61, 12.69
11.60, 12.70
11.60, 12.70
11.60, 12.71
11.57, 12.77
11.55, 12.80
11.53, 12.83
11.51, 12.89
11.50, 12.90
11.50, 12.90
11.50, 12.91
11.48, 12.98
11.47, 13.00
11.43, 13.03
11.40, 13.06
11.38, 13.08
11.35, 13.10
11.35, 13.15
11.35, 13.15
11.34, 13.20
11.35, 13.25
11.35, 13.25
11.35, 13.30
11.36, 13.34
11.36, 13.36
11.37, 13.40
11.38, 13.42
11.40, 13.47
11.41, 13.49
11.41, 13.50
11.42, 13.52
11.44, 13.56
11.46, 13.60
11.48, 13.62
11.50, 13.65
11.52, 13.68
11.53, 13.70
11.56, 13.74
11.60, 13.78
11.61, 13.79
11.62, 13.80
11.67, 13.83
11.70, 13.84
11.75, 13.85
11.76, 13.86
11.80, 13.88
11.81, 13.89
11.82, 13.90
11.86, 13.94
11.90, 13.98
11.91, 13.99
11.92, 14.00
11.95, 14.05
11.95, 14.05
11.96, 14.10
11.97, 14.13
12.00, 14.16
12.02, 14.18
12.05, 14.20
12.08, 14.22
12.10, 14.24
12.14, 14.26
12.18, 14.30
12.19, 14.31
12.20, 14.31
12.25, 14.35
12.25, 14.35
12.30, 14.39
12.31, 14.39
12.32, 14.40
12.36, 14.44
12.40, 14.46
12.42, 14.48
12.46, 14.50
12.48, 14.52
12.50, 14.53
12.54, 14.56
12.58, 14.58
12.60, 14.59
12.60, 14.60
12.61, 14.60
12.67, 14.63
12.70, 14.66
12.73, 14.67
12.79, 14.70
12.79, 14.71
12.80, 14.71
12.82, 14.72
12.86, 14.74
12.90, 14.76
12.92, 14.78
12.93, 14.80
12.96, 14.84
12.97, 14.87
12.98, 14.90
12.99, 14.91
13.00, 14.94
13.05, 14.95
13.06, 14.96
13.10, 14.98
13.12, 14.98
13.18, 15.00
13.20, 15.00
13.20, 15.01
13.21, 15.01
13.28, 15.02
13.30, 15.02
13.32, 15.02
13.39, 15.01
13.40, 15.01
13.40, 15.00
13.40, 15.00
13.40, 15.00
13.42, 14.92
13.43, 14.90
13.44, 14.86
13.44, 14.84
13.45, 14.80
13.46, 14.76
13.50, 14.72
13.52, 14.72
13.56, 14.70
13.59, 14.69
13.60, 14.68
13.64, 14.64
13.69, 14.60
13.69, 14.59
13.70, 14.59
13.75, 14.55
13.79, 14.50
13.79, 14.49
13.80, 14.49
13.84, 14.44
13.87, 14.40
13.89, 14.39
13.90, 14.37
13.93, 14.33
13.95, 14.30
13.97, 14.27
14.00, 14.24
14.04, 14.26
14.07, 14.27
14.10, 14.28
14.13, 14.23
14.13, 14.20
14.14, 14.16
14.11, 14.11
14.13, 14.10
14.19, 14.09
14.20, 14.08
14.23, 14.03
14.26, 14.00
14.28, 13.98
14.30, 13.95
14.31, 13.91
14.32, 13.90
14.32, 13.88
14.30, 13.83
14.29, 13.81
14.29, 13.80
14.30, 13.80
14.30, 13.78
14.33, 13.73
14.36, 13.70
14.37, 13.67
14.40, 13.63
14.41, 13.61
14.42, 13.60
14.44, 13.56
14.45, 13.55
14.47, 13.50
14.48, 13.48
14.50, 13.43
14.51, 13.41
14.51, 13.40
14.52, 13.38
14.53, 13.33
14.54, 13.30
14.55, 13.25
14.55, 13.25
14.55, 13.20
14.55, 13.15
14.55, 13.15
14.55, 13.10
14.53, 13.07
14.50, 13.03
14.49, 13.01
14.48, 13.00
14.46, 12.96
14.45, 12.95
14.42, 12.90
14.41, 12.89
14.40, 12.87
14.37, 12.83
14.35, 12.80
14.32, 12.78
14.30, 12.76
14.27, 12.73
14.25, 12.70
14.22, 12.68
14.20, 12.67
14.16, 12.64
14.12, 12.60
14.11, 12.59
14.10, 12.59
14.05, 12.55
14.05, 12.55
14.00, 12.52
13.99, 12.51
13.96, 12.50
13.93, 12.47
13.90, 12.46
13.87, 12.43
13.81, 12.40
13.81, 12.39
13.80, 12.39
13.78, 12.38
13.75, 12.35
13.70, 12.33
13.68, 12.32
13.67, 12.30
13.63, 12.27
13.60, 12.25
13.57, 12.23
13.52, 12.20
13.51, 12.19
13.50, 12.18
13.46, 12.16
13.45, 12.15
13.40, 12.12
13.39, 12.11
13.37, 12.10
13.33, 12.07
13.30, 12.06
13.27, 12.03
13.21, 12.00
13.20, 12.00
13.20, 12.00
13.19, 11.99
13.14, 11.96
13.10, 11.94
13.07, 11.93
13.00, 11.90
13.00, 11.90
13.00, 11.90
13.00, 11.90
